Order ID,Order Date,Customer ID,Product ID,Quantity
OLH-95722-362,24/10/2021,48553-69225-VX,R-M-2.5,4
SUO-75714-923,25/02/2020,21815-71230-UT,A-M-2.5,5
BJQ-72485-286,13/01/2025,63556-55261-BM,A-L-1,5
NMC-24892-479,22/10/2023,46242-54946-ZW,L-M-0.2,3
JZW-86654-258,17/10/2021,90940-63327-DJ,A-D-2.5,2
CYM-74988-450,16/10/2020,87223-37422-SK,L-D-0.2,4
CNJ-56058-223,11/08/2020,40780-22081-LX,L-L-0.5,3
YON-37527-159,09/09/2022,40214-03678-GU,L-M-1,4
BOR-81778-181,13/12/2019,55915-19477-MK,R-L-0.2,5
ZTR-21885-908,16/11/2023,40414-26467-VE,R-D-1,2
CQM-49696-263,25/10/2019,76534-45229-SG,L-L-2.5,3
DUK-49426-143,29/03/2024,57145-31023-FK,R-D-0.2,2
QXZ-10209-300,18/03/2024,85851-78384-DM,E-L-2.5,4
LYV-25785-924,14/01/2022,49530-25460-RW,A-L-0.5,5
ATT-95540-485,03/06/2023,08694-57330-XR,E-M-1,4
DHU-73034-727,23/01/2025,84260-39432-ML,L-D-1,3
DRT-57523-453,16/09/2021,11520-66255-RW,R-M-1,2
ZQL-91071-548,17/04/2020,90767-92589-LV,A-M-0.2,2
ZGK-97262-313,16/07/2022,02536-18494-AQ,E-M-2.5,3
OEG-47189-627,10/12/2021,20203-03950-FY,E-M-0.2,5
JMY-19616-710,11/05/2019,89115-11966-VF,R-M-0.5,1
XYH-35695-106,05/01/2021,40507-83899-MR,E-L-2.5,2
RKK-64948-914,11/07/2023,28279-78469-YW,R-D-0.2,4
PEA-33596-328,08/03/2023,92588-14671-JM,E-D-0.5,1
BAK-82034-977,19/01/2019,54387-64897-XC,L-L-0.5,4
DYG-25473-881,08/02/2020,10138-31681-SD,A-D-0.2,2
TME-59627-221,30/04/2021,72282-40594-RX,L-L-2.5,6
QPZ-63631-771,06/06/2021,65732-22589-OW,E-D-1,2
RYT-70987-980,20/06/2022,10940-42739-ET,E-M-1,5
HQU-37165-483,08/12/2023,69963-24109-NR,E-M-1,5
NKZ-61741-361,03/12/2023,67285-75317-XI,A-M-0.2,3
BRQ-66823-860,06/06/2021,80541-38332-BP,R-M-0.2,2
RGF-30712-482,25/08/2024,49401-45041-ZU,A-M-2.5,4
ULG-92218-575,08/04/2023,17088-16989-PL,L-L-0.2,4
HUW-75138-630,09/10/2023,49860-68865-AB,E-D-2.5,4
WOX-26922-551,09/04/2022,87049-37901-FU,A-D-0.2,4
XWC-20610-167,07/07/2022,08350-81623-TF,E-D-0.2,2
JFX-50709-449,14/07/2021,26314-66792-VP,L-M-0.5,3
NER-24622-547,22/10/2023,17503-27693-ZH,R-L-2.5,4
LJL-64581-651,13/06/2020,24344-88599-PP,A-M-2.5,1
NOP-21394-646,23/05/2021,16982-35708-BZ,L-D-2.5,2
MSK-41746-185,21/05/2023,68044-89277-ML,L-D-0.2,1
UUH-34369-539,15/04/2021,90123-70970-NY,R-M-2.5,1
ZFU-37294-267,08/11/2020,57816-36819-BE,E-D-0.5,2
PTO-33683-612,18/07/2019,69761-61146-KD,E-D-0.5,4
ROA-77917-237,07/08/2022,90312-11148-LA,E-L-2.5,4
KWI-36370-757,29/06/2025,45009-09239-IV,E-L-0.5,1
KJQ-89460-615,12/03/2021,66308-13503-KD,A-L-1,1
HVV-98227-360,22/04/2024,37397-05992-VO,E-D-2.5,3
LXA-64110-478,28/04/2019,17514-94165-RJ,R-L-1,4
BEP-23092-540,13/02/2021,99869-55718-UU,E-D-1,4
YYA-58878-266,11/06/2022,14307-87663-KB,E-M-2.5,3
LED-63944-586,13/06/2021,47268-50127-XY,R-L-0.2,5
AYN-98994-254,14/10/2024,83381-61626-EE,L-L-2.5,1
KMB-71644-311,11/08/2021,34104-15243-UX,E-D-0.2,2
ALS-87485-102,26/06/2020,87602-55754-VN,R-M-2.5,2
QBZ-31799-227,30/09/2020,61302-06948-EH,E-L-0.5,2
OII-55603-671,27/05/2020,06624-54037-BQ,L-L-0.2,2
CSW-59644-267,28/02/2020,60378-26473-FE,E-M-2.5,1
OKX-14548-283,10/06/2025,90123-01967-KS,R-D-1,2
HOH-99926-876,25/02/2021,73647-66148-VM,E-M-1,5
QQB-40944-154,10/03/2023,83105-86631-IU,E-L-2.5,3
ZLP-20520-548,23/05/2020,03010-30348-UA,A-L-1,2
WXR-25622-541,27/06/2024,52798-46508-HP,E-D-1,2
APL-55732-415,23/05/2023,68555-89840-GZ,A-D-0.5,1
PHC-16875-309,28/06/2025,27064-10803-SB,R-D-2.5,3
JZB-45465-607,01/04/2021,23243-92649-RY,E-L-2.5,4
DKV-86895-520,30/11/2024,89292-52335-YZ,L-D-0.5,1
KDE-42563-271,20/07/2025,84432-19497-SR,A-D-0.5,5
LGE-25168-685,30/04/2019,90123-01967-KS,L-L-0.5,4
AVF-46674-667,18/07/2023,87757-86648-FT,A-M-2.5,3
NJM-42208-105,25/02/2022,87858-83734-RK,L-M-2.5,1
QJG-23787-542,17/11/2022,60308-06944-GS,R-M-1,1
NBH-67259-703,17/04/2024,78012-56878-UB,R-L-0.2,4
OBH-52578-606,19/05/2023,16880-78077-FB,L-D-2.5,4
PZR-45605-956,14/12/2023,19017-95853-EK,L-L-1,4
JFB-35399-955,30/09/2021,22762-26030-GU,L-L-2.5,3
AJS-82406-982,09/10/2022,25637-71092-JP,R-M-1,3
MIU-19225-234,26/11/2024,ORPHAN-CUST-ID,L-L-0.2,1
ESR-66651-814,20/05/2020,76624-72205-CK,A-D-0.2,4
RPB-40758-650,01/10/2020,07250-63194-JO,A-L-0.2,5
FLT-73334-646,04/07/2025,14398-43114-RV,E-D-1,5
QKF-15744-456,05/11/2021,54798-14109-HC,L-L-2.5,1
BSW-89930-580,16/12/2020,71003-85639-HB,R-L-0.2,1
GLL-39688-278,27/10/2022,40414-26467-VE,R-L-0.2,2
ATF-20845-597,11/12/2022,96346-29441-CN,A-L-0.2,5
VTD-56985-975,22/02/2019,14640-87215-BK,L-M-1,2
CPX-19312-088,31/07/2020,38387-64959-WW,L-M-0.5,6
GMM-72397-378,16/05/2022,45899-92796-EI,R-L-0.2,4
XBX-24580-125,01/06/2022,84340-73931-VV,A-D-0.5,4
YPU-53332-687,19/08/2020,73346-85564-JB,R-D-0.2,2
WOL-14046-236,31/12/2023,91465-84526-IJ,E-L-1,5
VPD-54164-630,27/12/2022,08360-19442-GB,R-M-0.2,1
GYP-92260-194,04/10/2019,64918-67725-MN,R-M-0.5,1
SHE-43666-128,27/02/2021,51971-70393-QM,L-M-2.5,3
OOA-46125-570,01/01/2022,12607-75113-UV,A-D-1,2
UTE-56094-916,23/08/2022,67423-10113-LM,R-L-0.5,1
PAC-42812-295,26/11/2022,60957-30688-ST,E-D-2.5,1
MYF-39984-858,04/12/2023,24891-77957-LU,E-D-0.5,2
CJE-85306-855,22/07/2022,85462-52735-BY,R-D-1,3
BQI-61647-496,13/06/2021,84340-73931-VV,E-M-1,5
BTJ-34348-960,03/11/2024,37182-54930-XC,E-D-1,2
QDA-37825-557,04/06/2023,83406-70571-EP,E-D-2.5,2
AHD-26001-690,23/04/2021,80038-17324-TL,R-M-1,3
IKJ-83159-333,31/12/2019,09818-59895-EH,R-D-0.2,4
EOD-72898-415,20/05/2025,57611-05522-ST,E-M-2.5,5
SVU-48742-942,25/06/2020,77421-46059-RY,R-M-1,5
OTR-43300-573,13/01/2021,24825-51803-CQ,A-D-1,4
BKE-70201-708,19/02/2025,58638-01029-CB,E-M-0.2,3
IDZ-45559-981,30/10/2022,13082-41034-PD,L-L-0.5,1
CTY-24125-643,04/04/2020,31650-22808-SP,E-D-0.2,1
KVI-81510-241,16/02/2025,61004-43121-CI,E-L-0.5,4
YAY-97408-180,09/04/2021,53971-49906-PZ,E-D-1,5
ELC-36101-386,30/04/2021,40560-18556-YE,E-D-0.5,4
ABV-29840-140,25/04/2020,23806-46781-OU,E-D-0.5,4
KNY-20477-438,24/02/2019,47256-35101-RV,L-D-0.2,1
ZJE-89333-489,13/05/2022,08694-57330-XR,L-D-2.5,1
PJR-96414-141,13/03/2023,87602-55754-VN,E-L-1,4
JRQ-41763-516,03/05/2019,70089-27418-UJ,A-L-1,3
TSN-79082-596,14/07/2020,62839-56723-CH,R-L-2.5,2
BOR-02906-411,17/10/2021,08743-09057-OO,L-D-2.5,6
UXP-88184-756,25/06/2025,76499-89100-JQ,L-D-0.5,1
PKD-50975-205,21/07/2019,70631-33225-MZ,A-L-0.5,1
UDM-18797-873,21/08/2023,48203-23480-UB,A-L-1,1
AEL-51169-725,03/02/2020,37430-29579-HD,L-M-0.2,6
CKI-41377-443,01/03/2024,19143-53919-VD,E-D-1,2
HTB-21703-988,07/01/2019,83543-79246-ON,A-D-0.2,2
BNX-39100-306,18/01/2023,77877-11993-QH,E-L-1,1
LIC-65150-703,15/05/2020,41505-42181-EF,L-L-2.5,3
LOQ-74069-648,08/10/2020,93224-71517-WV,A-D-1,1
BCO-57664-469,26/04/2024,55665-77292-SS,E-L-0.2,3
NZF-49725-177,15/09/2019,31798-95707-NR,E-L-1,2
WDU-11947-501,11/06/2021,45899-92796-EI,E-M-0.5,2
KYG-28296-920,02/07/2020,78050-20355-DI,E-M-2.5,1
KEY-78196-530,21/08/2020,63458-50711-BX,E-D-0.2,2
XAO-24224-620,05/05/2023,21617-79890-DD,L-L-2.5,5
PSD-57291-590,24/10/2019,37191-12203-MX,A-M-0.5,1
ZYF-34366-633,01/11/2022,13181-04387-LI,E-M-1,5
XHR-85000-529,20/04/2022,27064-10803-SB,E-L-2.5,4
QEX-36370-642,25/12/2023,13181-04387-LI,A-D-1,5
DGY-65441-613,28/12/2024,40959-32642-DN,L-M-0.5,1
GZN-46750-860,12/10/2020,94840-49457-UD,R-L-1,3
IJD-95422-151,25/06/2023,91895-55605-LS,R-D-1,5
CPK-88414-687,22/11/2021,18293-78136-MN,E-D-2.5,1
MNL-23640-743,08/05/2022,18275-73980-KL,A-D-0.5,2
BJQ-13123-102,03/07/2019,37078-56703-AF,R-L-0.5,5
HUH-93438-630,20/06/2025,48392-32021-EC,E-L-0.2,5
MBM-00112-248,02/09/2019,50238-24377-ZS,L-L-1,5
CNR-21946-668,27/03/2021,48419-02347-XP,E-M-0.5,2
GUN-32100-599,19/08/2022,63556-55261-BM,L-M-0.5,5
WKH-20075-232,29/10/2019,68226-35405-TZ,R-D-1,5
QNL-31009-303,23/04/2025,72463-75685-MV,A-L-2.5,3
YCU-79778-295,01/02/2019,58118-22461-GC,E-M-1,2
MUW-90323-412,25/09/2021,35256-12529-FT,E-M-0.2,1
SKW-39210-419,06/08/2019,76263-95145-GJ,E-L-0.5,3
BRT-55442-998,12/07/2022,53729-30320-XZ,R-D-2.5,3
ZZZ-70729-489,04/07/2025,72164-90254-EJ,R-M-1,1
JDA-71216-598,28/12/2022,77043-48851-HG,R-L-1,1
WTH-80604-739,22/06/2023,80454-42225-FT,A-L-1,3
ZQF-65148-827,13/02/2019,78012-56878-UB,E-M-0.2,3
MIO-85032-975,07/11/2022,54597-57004-QM,E-D-0.2,5
BAF-42286-205,08/06/2022,43074-00987-PB,R-M-2.5,4
FGA-21382-505,06/08/2022,96544-91644-IT,R-L-1,4
SHC-57523-949,08/01/2025,01927-46702-YT,A-L-1,4
SJU-39259-561,03/02/2019,71749-05400-CN,A-L-2.5,5
NGG-30608-846,09/10/2020,96544-91644-IT,E-L-0.5,4
ENP-33651-316,25/08/2020,00539-42510-RY,L-M-0.2,4
LBO-26507-172,03/06/2021,56060-17602-RG,R-M-2.5,5
GKG-35303-942,07/03/2021,77408-43873-RS,L-L-1,5
JUA-13580-095,01/04/2019,55265-75151-AK,R-L-0.2,4
AVB-55348-893,29/09/2022,47268-50127-XY,L-M-0.5,2
MRR-59760-302,09/06/2021,94022-69223-DP,A-M-1,3
DNA-76348-302,17/11/2023,39528-19971-OR,L-L-2.5,2
EIC-68277-796,01/08/2022,30844-91890-ZA,A-M-0.5,3
EDD-37867-654,06/02/2020,57661-53240-SX,A-M-0.2,5
DKF-74069-485,08/11/2021,91465-84526-IJ,R-M-2.5,5
DJH-05202-380,07/11/2019,85589-17020-CX,E-M-2.5,2
DSL-69915-544,10/03/2021,10142-55267-YO,R-L-0.2,3
SVE-86193-108,21/09/2020,47011-57815-HJ,E-M-0.2,1
HSY-68945-381,14/04/2022,36078-91009-WU,R-D-0.5,2
XOH-48908-331,04/04/2023,73431-39823-UP,A-L-0.5,5
LIY-79734-708,02/02/2023,23446-47798-ID,E-L-1,4
SCJ-73437-510,16/04/2021,14797-35530-HY,R-M-0.5,4
MEI-40631-207,28/01/2025,73647-66148-VM,L-L-2.5,5
EVW-78985-368,25/12/2024,71845-97930-ME,R-L-1,3
YSP-83390-410,16/06/2021,28107-70536-WL,R-M-0.2,0
SSC-35897-819,04/05/2023,44494-89923-UW,A-D-2.5,3
VGP-42284-696,14/11/2024,32031-49093-KE,E-L-0.5,2
JAW-59898-487,24/07/2019,82458-87830-JE,L-M-0.2,2
ZVC-81564-702,21/10/2024,32291-18308-YZ,E-L-1,3
DBR-33579-120,05/09/2022,32058-76765-ZL,A-L-0.2,3
MOO-26735-166,23/10/2020,81019-52881-RV,A-M-0.5,3
UOM-85836-849,08/09/2021,89013-31299-PQ,E-D-2.5,4
VRT-10617-573,20/08/2020,31613-41626-KX,A-M-0.2,1
NVG-67470-248,30/08/2022,24845-36117-TI,R-M-0.5,4
PEQ-37279-275,06/06/2024,74552-35067-YR,L-M-0.5,3
QUA-39181-591,22/04/2025,54493-54326-OJ,L-D-0.5,3
NST-79227-578,27/05/2023,16385-11286-NX,E-D-0.2,4
WML-88100-856,07/04/2021,39582-35773-ZJ,L-M-1,1
EBZ-82680-916,07/06/2020,94840-49457-UD,A-D-0.5,5
IGU-67513-218,27/09/2021,73171-33001-FC,E-L-2.5,1
CVP-18956-553,04/08/2021,86561-91660-RB,L-D-1,3
LTN-89139-350,27/06/2019,07756-71018-GU,R-L-2.5,5
VGI-33205-360,21/03/2019,96762-10814-DA,L-M-0.5,6
LMO-18173-285,03/09/2024,48418-60841-CC,E-M-0.5,2
JZL-88838-772,10/12/2020,61437-83623-PZ,R-L-0.5,2
GCG-56695-901,20/01/2019,17775-77072-PP,E-L-0.5,1
CFR-74404-229,08/03/2025,43014-53743-XK,A-L-2.5,1
ZLM-92004-674,13/09/2021,06631-86965-XP,E-M-0.2,4
XPO-20760-866,22/10/2024,33284-98063-SE,A-L-0.2,3
RXW-91413-276,15/08/2020,29588-35679-RG,R-M-0.5,1
SQL-59455-540,12/10/2023,45666-86771-EH,A-L-2.5,5
MGB-84902-373,25/07/2024,23014-48364-QB,R-D-1,5
CSU-38870-202,08/06/2023,16106-36039-QS,L-D-1,1
BHP-86966-596,30/09/2020,64247-71448-NK,R-M-1,3
BQK-38412-229,13/12/2019,90392-73338-BC,R-L-0.2,3
MRK-21149-377,09/06/2023,86779-84838-EJ,E-D-2.5,4
WXC-46016-579,20/09/2024,98573-41811-EQ,A-L-1,4
PBX-96938-419,18/11/2021,97741-98924-KT,L-L-2.5,1
RZO-55997-717,15/09/2021,13764-02913-LA,A-M-0.2,5
WXX-30413-622,06/04/2019,70451-38048-AH,L-D-2.5,2
UOT-10751-832,01/04/2023,13654-85265-IL,E-D-0.5,3
WXT-85291-143,04/09/2019,81414-81273-DK,R-M-0.5,4
KZW-61910-624,19/02/2019,00445-42781-KX,E-L-1,2
OAN-31240-445,09/07/2023,21907-75962-VB,L-D-2.5,2
BKK-91606-694,13/03/2023,21125-22134-PX,R-D-2.5,2
DWR-39824-753,31/03/2024,05501-86351-NX,R-M-2.5,3
TFX-35521-228,11/04/2020,64418-01720-VW,R-L-1,4
NWR-59866-966,04/05/2024,47011-57815-HJ,E-D-0.5,4
UDG-65353-824,07/01/2020,17514-94165-RJ,E-M-0.5,4
ETF-56176-425,06/01/2021,55864-37682-GQ,L-L-2.5,4
ZHK-53068-462,19/07/2021,37191-12203-MX,E-M-0.5,1
INT-75414-879,22/03/2021,74330-29286-RO,L-D-2.5,2
ESF-28203-877,31/05/2019,27930-59250-JT,E-L-0.5,4
CKE-46229-559,21/09/2020,83320-63886-TT,L-D-0.5,1
YMW-22187-666,15/09/2024,67052-76184-CB,R-L-0.5,4
TWT-39030-827,03/04/2020,21798-04171-XC,E-M-0.2,2
SEN-88556-102,20/02/2020,64875-71224-UI,A-D-0.5,2
BNJ-59234-186,21/01/2021,37274-08534-FM,A-M-0.2,1
FQS-87095-445,29/01/2022,81744-27332-RR,L-L-0.5,2
ZTC-14823-205,20/04/2025,22640-65196-CK,A-D-2.5,5
NMT-20274-975,16/05/2020,96516-97464-MF,L-L-0.5,4
PDD-99417-201,14/11/2023,99899-54612-NX,L-L-0.5,2
SVV-54287-143,12/08/2021,06631-86965-XP,E-L-0.5,3
ARL-33488-118,16/06/2022,32900-82606-BO,E-L-0.2,5
RXG-60618-939,15/07/2021,69374-08133-RI,E-L-0.5,3
FHO-79491-528,02/03/2021,72028-63343-SU,L-M-0.2,3
NYK-70731-466,21/03/2023,67388-17544-XX,A-L-0.2,5
SEL-39094-431,24/09/2022,93050-50257-SI,A-D-1,3
ZWF-47751-204,19/03/2021,98051-37183-SK,E-M-2.5,4
WBW-14383-395,12/10/2021,61519-46173-HZ,R-D-0.5,3
BEX-80674-153,23/03/2025,37916-57149-GE,E-M-0.5,3
LPC-97600-426,05/08/2024,82872-34456-LJ,E-M-1,2
VYK-18503-777,01/04/2024,02002-98725-CH,A-M-1,5
ZZA-59262-698,07/06/2020,37651-47492-NC,L-D-0.5,3
ECC-57796-390,21/07/2024,92243-51636-NB,A-L-2.5,1
KRR-15063-783,22/12/2021,37287-41885-JM,E-M-1,3
GPW-43956-761,26/01/2019,09667-09231-YM,E-L-0.5,6
SVN-10497-879,16/03/2025,03384-62101-IY,R-M-0.2,2
LQU-40132-495,26/02/2025,80463-43913-WZ,E-D-0.5,1
WAO-57723-301,29/07/2024,24845-36117-TI,A-L-0.2,5
KFX-29438-107,03/05/2024,74940-09646-MU,E-L-1,5
ZKO-89706-993,30/12/2019,96112-42558-EA,A-L-1,1
EDD-95343-182,09/12/2020,89646-21249-OH,A-M-0.5,2
GVY-90694-399,15/01/2021,24010-66714-HW,A-M-2.5,2
BUE-76073-148,17/11/2020,66458-91190-YC,A-L-0.2,2
LDB-35922-495,25/02/2024,12540-37213-WH,A-L-0.2,2
GCR-60073-278,16/12/2024,11932-85629-CU,E-D-0.5,5
IHU-50976-160,21/05/2022,91120-26365-SM,E-D-0.5,5
TSR-30674-457,23/12/2019,82718-93677-XO,E-L-1,2
KHW-81124-142,06/07/2025,59081-87231-VP,L-M-1,4
VAD-48277-542,13/10/2020,79420-11075-MY,R-D-0.5,2
JKA-27899-806,26/10/2021,97005-25609-CQ,R-L-1,5
XCF-30470-859,12/06/2025,01433-04270-AX,E-L-1,3
PNF-66642-647,21/11/2019,77175-09826-SF,R-D-0.5,5
YNH-59259-536,30/09/2023,44947-43263-YA,R-M-1,4
MEJ-94506-424,09/04/2020,89574-96203-EP,E-M-0.2,2
VMY-20724-645,23/06/2024,19856-54185-XN,E-L-0.2,3
OYH-49871-963,18/07/2022,27536-28463-NJ,R-M-1,4
MRA-22755-258,11/03/2019,46296-42617-OQ,A-M-0.5,3
CTE-31437-326,02/01/2019,22721-63196-UJ,L-D-1,4
JLG-56793-252,09/03/2024,55232-81621-BX,A-M-1,4
SNT-79849-495,24/01/2022,59741-90220-OW,R-D-0.2,3
WNC-73369-566,10/12/2019,89445-72088-HR,R-M-0.5,1
OHQ-96936-843,27/06/2024,34111-16930-GV,L-M-0.5,1
GFU-29039-762,16/10/2024,52374-27313-IV,E-L-0.5,4
BQI-54940-168,11/01/2025,13654-85265-IL,A-L-1,5
NCE-82154-582,14/02/2022,07591-92789-UA,R-M-0.2,4
HFQ-94899-962,28/02/2023,76005-95461-CI,L-D-1,4
GEH-54192-496,06/02/2024,38374-50016-FM,A-M-2.5,1
WLU-62128-389,10/01/2025,95399-57205-HI,E-D-0.5,2
FCO-64448-140,15/05/2020,54272-27782-AN,E-L-0.5,4
PUN-16141-485,03/05/2019,12839-56537-TQ,A-M-0.2,3
FVK-44063-166,01/06/2024,08360-19442-GB,E-M-0.2,5
CEJ-15792-826,15/05/2023,63506-14136-YH,E-D-0.5,2
WCM-67885-569,10/07/2022,52157-57800-BG,R-L-1,4
VRM-93594-914,21/07/2021,66806-41795-MX,E-D-0.5,5
OXK-32751-692,29/08/2023,64931-35061-AK,A-M-0.2,5
MSP-15355-422,28/09/2023,79909-78573-NI,E-L-1,1
TQD-14158-432,03/04/2021,41486-52502-QQ,L-D-2.5,4
DGE-73191-818,15/03/2022,67204-04870-LG,E-L-2.5,-1
VEX-55585-766,28/03/2024,69215-90789-DL,A-L-2.5,1
GTI-59906-758,15/08/2021,23600-98432-ME,R-D-2.5,4
QUN-78825-771,08/06/2024,77746-08153-PM,L-L-1,2
ORO-29005-864,31/07/2019,23446-47798-ID,A-L-0.2,4
IAF-29417-975,26/09/2021,38978-59582-JP,E-L-0.5,1
QAK-77286-758,11/08/2020,34786-30419-XY,R-L-0.5,5
ESM-88144-651,16/03/2021,68226-35405-TZ,E-L-0.5,4
FNB-16454-881,29/05/2019,39155-72692-OM,R-L-0.2,2
GXU-48355-437,27/11/2019,10204-31464-SA,R-M-2.5,2
KSV-32617-507,04/12/2020,00852-54571-WP,L-D-0.2,1
OAK-67480-321,26/12/2021,24845-36117-TI,L-L-0.2,1
XMZ-31873-772,09/03/2019,36430-43360-CD,L-L-0.2,2
PHI-92407-325,23/01/2024,92793-68332-NR,A-L-2.5,4
MJQ-44054-976,20/09/2022,51959-64164-HP,R-L-2.5,5
GWI-42035-880,01/10/2019,87049-37901-FU,A-M-0.2,1
XZT-15464-228,30/11/2024,88116-12604-TE,L-L-0.5,1
DEG-65427-652,15/06/2021,39019-13649-CL,E-D-0.5,1
NFI-54261-213,05/02/2022,45205-85742-HI,A-D-0.5,3
WUG-76466-650,22/02/2021,43439-94003-DW,L-D-0.5,3
XLX-95891-442,09/04/2025,73799-04749-BM,R-L-1,2
FCN-34963-976,26/07/2019,53893-01719-CL,E-D-2.5,2
TPL-35682-549,03/11/2019,69577-67865-AB,L-L-1,2
JQF-97889-910,28/02/2021,58443-95866-YO,L-D-0.5,5
TCX-76953-071,25/08/2021,94091-86957-HX,E-D-0.2,5
FML-26622-381,05/03/2022,80467-17137-TO,E-L-1,3
OMO-30777-861,19/03/2025,92926-08470-YS,R-M-1,1
AFG-53722-403,18/07/2022,32031-49093-KE,E-M-0.5,2
KPM-57589-171,15/08/2023,53683-35977-KI,L-L-2.5,1
OUF-41873-516,14/01/2023,50449-80974-BZ,A-D-1,3
POQ-78650-576,18/10/2024,67388-17544-XX,A-D-0.5,2
XZT-32071-756,22/02/2022,00445-42781-KX,A-M-0.2,2
MEX-13679-482,26/03/2024,63457-45981-YR,A-L-0.5,5
YAJ-63559-913,10/01/2021,64435-53100-WM,A-L-1,3
LBP-95592-419,03/06/2025,06062-66586-TK,L-L-2.5,4
XDX-38656-617,26/01/2020,60955-70738-JR,R-M-0.5,4
JQM-73685-420,30/12/2020,61515-71396-EB,L-M-0.5,2
NLS-41707-510,22/06/2025,05754-41702-FG,L-L-1,4
CWZ-59338-377,26/08/2020,85425-33494-HQ,A-M-0.2,3
KUF-64758-228,04/01/2021,54722-76431-EX,L-D-0.2,1
GMM-21525-866,19/08/2023,28158-93383-CK,R-M-1,3
NVU-82054-829,04/01/2019,05501-86351-NX,L-M-0.2,5
RXO-52028-722,04/09/2020,32291-18308-YZ,L-D-0.5,5
TWM-33025-448,12/02/2023,86447-02699-UT,A-L-1,2
HLG-63059-444,24/11/2022,17503-27693-ZH,E-M-2.5,1
OXA-97588-397,01/01/2023,10728-17633-ST,R-M-1,3
QEI-53104-291,21/04/2021,25598-77476-CB,A-D-1,4
ZZL-76364-387,09/09/2020,11263-86515-VU,R-L-2.5,4
EBM-48322-149,20/06/2021,65223-29612-CB,L-L-1,2
ORC-43919-332,08/01/2022,65732-22589-OW,A-D-0.2,2
ZYC-70267-400,11/06/2021,91998-84072-BK,L-L-2.5,3
HLP-28352-855,16/08/2019,86110-83695-YS,A-M-0.5,5
GII-52971-946,05/11/2019,69981-85767-RP,A-D-1,5
VKS-31899-653,22/02/2025,89757-51438-HX,R-L-1,4
RUC-41032-618,21/02/2022,71364-35210-HS,A-D-0.2,4
ELG-20266-791,10/04/2024,93046-67561-AY,R-D-1,3
JSS-66897-211,10/10/2022,67285-75317-XI,L-L-2.5,2
WST-87370-786,21/01/2025,53631-24432-SY,E-D-0.5,4
TTT-92916-558,05/03/2022,73759-17258-KA,A-L-0.2,1
LOU-41819-242,14/07/2022,88060-50676-MV,R-M-1,2
CGD-49923-875,13/08/2020,37397-05992-VO,L-L-2.5,1
IAL-89669-897,11/09/2019,34665-62561-AU,E-D-0.2,2
KXT-69692-775,22/03/2025,11121-82133-TK,L-D-0.5,5
UEU-26429-448,02/11/2021,04317-46176-TB,E-M-0.2,2
ZRF-45124-255,28/06/2025,45315-50206-DK,R-L-0.2,3
JZM-95394-332,26/05/2021,56450-21890-HK,E-M-1,4
GST-62135-207,24/11/2023,03990-21586-MQ,R-M-0.2,1
LKB-57859-618,22/09/2023,98661-69719-VI,L-M-0.5,1
QCR-29747-576,15/12/2023,78050-20355-DI,R-M-0.5,2
VMR-25658-695,27/06/2024,23148-53337-LO,L-M-2.5,2
SFB-93752-440,10/10/2021,48203-23480-UB,R-M-0.2,3
SSB-29160-257,25/11/2023,19196-09748-DB,R-M-0.2,4
ZXE-17631-432,08/12/2023,06757-96251-UH,R-M-2.5,5
VKG-89984-137,09/03/2022,47760-46907-JV,A-M-0.5,3
IEY-92232-978,17/07/2024,80541-38332-BP,R-M-0.5,1
MVG-44307-849,29/01/2023,49612-33852-CN,A-M-0.5,4
LCH-68863-404,03/05/2025,10074-20104-NN,R-L-0.5,2
UFG-85584-678,19/09/2024,14398-43114-RV,A-L-0.5,3
JEN-70794-779,29/06/2025,07878-45872-CC,A-M-2.5,5
MJZ-93232-402,20/03/2022,17816-67941-ZS,E-D-0.2,1
SVD-75407-177,23/08/2021,16106-36039-QS,E-L-0.5,3
VWX-84082-816,26/10/2021,51277-93873-RP,R-D-1,3
CIO-10008-293,30/08/2024,21240-83132-SP,E-L-1,3
CPO-66049-596,24/06/2019,75419-92838-TI,L-M-0.5,3
RXZ-26108-324,07/05/2025,87223-37422-SK,L-L-1,3
LTH-17840-447,10/09/2019,42179-95059-DO,R-D-2.5,1
OCK-41119-168,25/06/2020,43827-90090-RS,L-M-0.5,3
HJG-47866-848,07/07/2025,62246-99443-HF,E-D-1,2
SZO-22940-452,29/03/2024,68860-73340-MF,L-M-1,1
VYW-66528-318,14/03/2019,13654-85265-IL,L-D-0.5,2
VFI-35657-429,19/01/2022,84033-80762-EQ,R-M-1,1
BMJ-32851-801,14/07/2024,32481-61533-ZJ,E-D-1,4
UWT-71677-506,15/06/2020,77192-72145-RG,A-L-2.5,5
UGR-76538-190,28/09/2024,57360-46846-NS,R-M-1,4
UOA-23786-489,31/05/2020,90305-50099-SV,A-M-0.5,6
BCI-36587-676,04/07/2025,87049-37901-FU,E-M-2.5,1
QZW-53703-971,23/01/2021,24155-79322-EQ,R-D-2.5,3
LWP-32976-169,15/06/2021,09003-89770-JO,E-D-0.2,1
INU-59973-740,13/10/2023,26333-67911-OL,L-D-1,4
VXV-46276-568,21/09/2022,83895-90735-XH,R-L-0.2,5
YSW-86274-424,26/07/2020,26248-84194-FI,E-L-2.5,5
WNA-99826-962,10/08/2023,72028-63343-SU,R-M-0.2,3
